Rank,Win.Points,Loss.Points,n.win,n.loss,total
4793,143,51,71,263,334
4794,163,54,34,300,334
4795,56,12,329,5,334
4796,60,11,328,6,334
4797,97,1,333,1,334
4798,97,5,333,1,334
4799,101,12,329,5,334
4800,150,110,44,290,334
4801,133,115,126,208,334
4802,166,103,31,303,334
4803,181,61,8,326,334
4804,182,61,8,326,334
4805,183,101,5,329,334
4806,185,61,8,326,334
4807,188,60,6,328,334
4808,205,97,1,333,334
4809,206,97,1,333,334
4810,207,97,1,333,334
4811,208,97,1,333,334
4812,209,97,1,333,334
4813,213,97,1,333,334
4814,216,97,1,333,334
4815,219,97,1,333,334
4816,220,97,1,333,334
4817,225,97,1,333,334
4818,228,97,1,333,334
4819,229,97,1,333,334
4820,231,97,1,333,334
4821,233,97,1,333,334
4822,236,97,1,333,334
4823,238,97,1,333,334
4824,239,97,1,333,334
4825,103,18,303,30,333
4826,105,19,310,23,333
4827,52,33,237,96,333
4828,112,33,237,96,333
4829,113,35,234,99,333
4830,118,38,199,134,333
4831,135,49,96,237,333
4832,137,49,96,237,333
4833,138,51,70,263,333
4834,137,52,96,237,333
4835,152,54,33,300,333
4836,56,6,329,4,333
4837,162,58,22,311,333
4838,60,12,328,5,333
4839,101,6,329,4,333
4840,101,7,329,4,333
4841,143,108,71,262,333
4842,135,112,96,237,333
4843,128,118,134,199,333
4844,176,61,7,326,333
4845,183,60,5,328,333
4846,187,61,7,326,333
4847,189,61,7,326,333
4848,190,56,4,329,333
4849,190,101,4,329,333
4850,195,56,4,329,333
4851,195,101,4,329,333
4852,199,56,4,329,333
4853,199,101,4,329,333
4854,57,19,309,23,332
4855,103,21,303,29,332
4856,114,39,194,138,332
4857,123,41,173,159,332
4858,163,55,34,298,332
4859,56,2,329,3,332
4860,164,58,21,311,332
4861,60,6,328,4,332
4862,60,7,328,4,332
4863,61,11,326,6,332
4864,101,2,329,3,332
4865,162,105,22,310,332
4866,154,107,50,282,332
4867,138,108,70,262,332
4868,167,58,21,311,332
4869,171,58,21,311,332
4870,188,61,6,326,332
4871,190,60,4,328,332
4872,191,56,3,329,332
4873,191,101,3,329,332
4874,192,56,3,329,332
4875,192,101,3,329,332
4876,195,60,4,328,332
4877,198,56,3,329,332
4878,198,101,3,329,332
4879,199,60,4,328,332
4880,211,56,3,329,332
4881,211,101,3,329,332
4882,103,20,303,28,331
4883,51,28,263,68,331
4884,115,36,208,123,331
4885,122,42,179,152,331
4886,130,48,104,227,331
4887,145,51,68,263,331
4888,152,55,33,298,331
4889,56,3,329,2,331
4890,162,57,22,309,331
4891,60,2,328,3,331
4892,61,12,326,5,331
4893,101,3,329,2,331
4894,164,105,21,310,331
4895,160,106,35,296,331
4896,165,103,28,303,331
4897,166,54,31,300,331
4898,167,105,21,310,331
4899,171,105,21,310,331
4900,183,61,5,326,331
4901,186,56,2,329,331
4902,186,101,2,329,331
4903,191,60,3,328,331
4904,192,60,3,328,331
4905,193,56,2,329,331
4906,193,101,2,329,331
4907,194,56,2,329,331
4908,194,101,2,329,331
4909,196,56,2,329,331
4910,196,101,2,329,331
4911,197,56,2,329,331
4912,197,101,2,329,331
4913,198,60,3,328,331
4914,200,56,2,329,331
4915,200,101,2,329,331
4916,201,56,2,329,331
4917,201,101,2,329,331
4918,204,56,2,329,331
4919,210,56,2,329,331
4920,210,101,2,329,331
4921,211,60,3,328,331
4922,222,56,2,329,331
4923,222,101,2,329,331
4924,58,16,311,19,330
4925,54,18,300,30,330
4926,102,22,290,40,330
4927,108,28,262,68,330
4928,53,32,258,72,330
4929,120,42,178,152,330
4930,136,49,93,237,330
4931,144,51,67,263,330
4932,136,52,93,237,330
4933,56,1,329,1,330
4934,56,5,329,1,330
4935,164,57,21,309,330
4936,60,3,328,2,330
4937,61,6,326,4,330
4938,61,7,326,4,330
4939,101,1,329,1,330
4940,101,5,329,1,330
4941,155,107,48,282,330
4942,156,107,48,282,330
4943,135,113,96,234,330
4944,137,113,96,234,330
4945,126,120,152,178,330
4946,167,57,21,309,330
4947,170,58,19,311,330
4948,171,57,21,309,330
4949,186,60,2,328,330
4950,190,61,4,326,330
4951,193,60,2,328,330
4952,194,60,2,328,330
4953,195,61,4,326,330
4954,196,60,2,328,330
4955,197,60,2,328,330
4956,199,61,4,326,330
4957,200,60,2,328,330
4958,201,60,2,328,330
4959,204,60,2,328,330
4960,205,56,1,329,330
4961,205,101,1,329,330
4962,206,56,1,329,330
4963,206,101,1,329,330
4964,207,56,1,329,330
4965,207,101,1,329,330
4966,208,56,1,329,330
4967,208,101,1,329,330
4968,209,56,1,329,330
4969,209,101,1,329,330
4970,210,60,2,328,330
4971,213,56,1,329,330
4972,213,101,1,329,330
4973,216,101,1,329,330
4974,219,56,1,329,330
4975,219,101,1,329,330
4976,220,56,1,329,330
4977,220,101,1,329,330
4978,222,60,2,328,330
4979,225,56,1,329,330
4980,225,101,1,329,330
4981,228,56,1,329,330
4982,228,101,1,329,330
4983,229,56,1,329,330
4984,229,101,1,329,330
4985,231,56,1,329,330
4986,231,101,1,329,330
4987,233,56,1,329,330
4988,233,101,1,329,330
4989,236,56,1,329,330
4990,236,101,1,329,330
4991,238,56,1,329,330
4992,238,101,1,329,330
4993,239,56,1,329,330
4994,239,101,1,329,330
4995,105,16,310,19,329
4996,54,21,300,29,329
4997,107,23,282,47,329
4998,59,24,276,53,329
4999,114,40,194,135,329
5000,143,53,71,258,329
5001,60,1,328,1,329
5002,60,5,328,1,329
5003,61,2,326,3,329
5004,157,102,39,290,329
5005,158,103,26,303,329
5006,152,106,33,296,329
5007,144,108,67,262,329
5008,157,110,39,290,329
5009,159,110,39,290,329
5010,166,55,31,298,329
5011,191,61,3,326,329
5012,192,61,3,326,329
5013,198,61,3,326,329
5014,205,60,1,328,329
5015,206,60,1,328,329
5016,207,60,1,328,329
5017,208,60,1,328,329
5018,209,60,1,328,329
5019,211,61,3,326,329
5020,213,60,1,328,329
5021,216,60,1,328,329
5022,219,60,1,328,329
5023,220,60,1,328,329
5024,225,60,1,328,329
5025,228,60,1,328,329
5026,229,60,1,328,329
5027,231,60,1,328,329
5028,233,60,1,328,329
5029,236,60,1,328,329
5030,238,60,1,328,329
5031,239,60,1,328,329
5032,55,18,298,30,328
5033,109,32,256,72,328
5034,114,38,194,134,328
5035,61,3,326,2,328
5036,165,54,28,300,328
5037,169,58,17,311,328
5038,186,61,2,326,328
5039,193,61,2,326,328
5040,194,61,2,326,328
5041,196,61,2,326,328
5042,197,61,2,326,328
5043,200,61,2,326,328
5044,201,61,2,326,328
5045,204,61,2,326,328
5046,210,61,2,326,328
5047,222,61,2,326,328
5048,55,21,298,29,327
5049,48,34,227,100,327
5050,139,50,78,249,327
5051,151,51,64,263,327
5052,161,55,29,298,327
5053,147,59,51,276,327
5054,61,1,326,1,327
5055,61,5,326,1,327
5056,148,107,45,282,327
5057,139,111,78,249,327
5058,136,113,93,234,327
5059,132,116,115,212,327
5060,166,106,31,296,327
5061,169,105,17,310,327
5062,205,61,1,326,327
5063,206,61,1,326,327
5064,207,61,1,326,327
5065,208,61,1,326,327
5066,209,61,1,326,327
5067,213,61,1,326,327
5068,216,61,1,326,327
5069,219,61,1,326,327
5070,220,61,1,326,327
5071,225,61,1,326,327
5072,228,61,1,326,327
5073,229,61,1,326,327
5074,231,61,1,326,327
5075,233,61,1,326,327
5076,236,61,1,326,327
5077,238,61,1,326,327
5078,239,61,1,326,327
5079,58,13,311,15,326
5080,58,15,311,15,326
5081,106,18,296,30,326
5082,103,19,303,23,326
5083,51,27,263,63,326
5084,149,51,63,263,326
5085,145,53,68,258,326
5086,158,54,26,300,326
5087,150,107,44,282,326
5088,141,111,77,249,326
5089,132,119,115,211,326
5090,165,55,28,298,326
5091,168,58,15,311,326
5092,172,58,15,311,326
5093,105,13,310,15,325
5094,105,15,310,15,325
5095,105,17,310,15,325
5096,106,21,296,29,325
5097,108,27,262,63,325
5098,45,36,202,123,325
5099,118,37,199,126,325
5100,125,42,173,152,325
5101,153,59,49,276,325
5102,160,102,35,290,325
5103,161,106,29,296,325
5104,149,108,63,262,325
5105,160,110,35,290,325
5106,133,118,126,199,325
5107,126,125,152,173,325
5108,127,125,152,173,325
5109,168,105,15,310,325
5110,172,105,15,310,325
5111,175,58,14,311,325
5112,57,13,309,15,324
5113,57,17,309,15,324
5114,109,28,256,68,324
5115,49,31,237,87,324
5116,52,31,237,87,324
5117,112,31,237,87,324
5118,158,55,26,298,324
5119,155,59,48,276,324
5120,163,102,34,290,324
5121,145,109,68,256,324
5122,163,110,34,290,324
5123,165,106,28,296,324
5124,167,103,21,303,324
5125,168,57,15,309,324
5126,171,103,21,303,324
5127,175,105,14,310,324
5128,54,19,300,23,323
5129,59,23,276,47,323
5130,111,29,249,74,323
5131,49,30,237,86,323
5132,112,30,237,86,323
5133,127,43,152,171,323
5134,135,48,96,227,323
5135,137,48,96,227,323
5136,58,9,311,12,323
5137,152,110,33,290,323
5138,173,58,12,311,323
5139,174,58,12,311,323
5140,175,57,14,309,323
5141,58,14,311,11,322
5142,103,16,303,19,322
5143,107,22,282,40,322
5144,51,26,263,59,322
5145,118,36,199,123,322
5146,146,51,59,263,322
5147,151,53,64,258,322
5148,162,54,22,300,322
5149,105,9,310,12,322
5150,158,106,26,296,322
5151,131,116,110,212,322
5152,170,103,19,303,322
5153,173,105,12,310,322
5154,174,105,12,310,322
5155,180,58,11,311,322
5156,105,14,310,11,321
5157,108,26,262,59,321
5158,53,27,258,63,321
5159,111,32,249,72,321
5160,164,54,21,300,321
5161,57,9,309,12,321
5162,58,8,311,10,321
5163,58,10,311,10,321
5164,148,59,45,276,321
5165,157,107,39,282,321
5166,159,107,39,282,321
5167,131,119,110,211,321
5168,167,54,21,300,321
5169,171,54,21,300,321
5170,173,57,12,309,321
5171,174,57,12,309,321
5172,177,58,10,311,321
5173,180,105,11,310,321
5174,57,14,309,11,320
5175,102,18,290,30,320
5176,110,18,290,30,320
5177,113,30,234,86,320
5178,136,48,93,227,320
5179,143,50,71,249,320
5180,162,55,22,298,320
5181,150,59,44,276,320
5182,105,8,310,10,320
5183,105,10,310,10,320
5184,151,109,64,256,320
5185,143,111,71,249,320
5186,169,103,17,303,320
5187,177,105,10,310,320
5188,179,58,9,311,320
5189,180,57,11,309,320
5190,106,19,296,23,319
5191,102,21,290,29,319
5192,110,21,290,29,319
5193,109,27,256,63,319
5194,140,49,82,237,319
5195,138,50,70,249,319
5196,140,52,82,237,319
5197,142,53,61,258,319
5198,164,55,21,298,319
5199,57,8,309,10,319
5200,57,10,309,10,319
5201,161,110,29,290,319
5202,138,111,70,249,319
5203,140,112,82,237,319
5204,167,55,21,298,319
5205,170,54,19,300,319
5206,171,55,21,298,319
5207,177,57,10,309,319
5208,179,105,9,310,319
5209,181,58,8,311,319
5210,182,58,8,311,319
5211,184,105,9,310,319
5212,185,58,8,311,319
5213,103,13,303,15,318
5214,103,15,303,15,318
5215,103,17,303,15,318
5216,102,20,290,28,318
5217,110,20,290,28,318
5218,128,47,134,184,318
5219,131,115,110,208,318
5220,134,116,106,212,318
5221,127,121,152,166,318
5222,165,102,28,290,318
5223,165,110,28,290,318
5224,168,103,15,303,318
5225,172,103,15,303,318
5226,176,58,7,311,318
5227,178,58,7,311,318
5228,179,57,9,309,318
5229,181,105,8,310,318
5230,182,105,8,310,318
5231,184,57,9,309,318
5232,187,58,7,311,318
5233,189,58,7,311,318
5234,55,16,298,19,317
5235,50,28,249,68,317
5236,114,36,194,123,317
5237,132,45,115,202,317
5238,146,53,59,258,317
5239,58,11,311,6,317
5240,164,106,21,296,317
5241,142,109,61,256,317
5242,131,117,110,207,317
5243,134,119,106,211,317
5244,167,106,21,296,317
5245,169,54,17,300,317
5246,170,55,19,298,317
5247,171,106,21,296,317
5248,175,103,14,303,317
5249,176,105,7,310,317
5250,178,105,7,310,317
5251,181,57,8,309,317
5252,182,57,8,309,317
5253,185,57,8,309,317
5254,187,105,7,310,317
5255,188,58,6,311,317
5256,189,105,7,310,317
5257,59,22,276,40,316
5258,51,24,263,53,316
5259,120,39,178,138,316
5260,144,50,67,249,316
5261,58,12,311,5,316
5262,158,102,26,290,316
5263,105,11,310,6,316
5264,163,107,34,282,316
5265,158,110,26,290,316
5266,144,111,67,249,316
5267,130,116,104,212,316
5268,176,57,7,309,316
5269,178,57,7,309,316
5270,183,58,5,311,316
5271,187,57,7,309,316
5272,188,105,6,310,316
5273,189,57,7,309,316
5274,54,13,300,15,315
5275,54,15,300,15,315
5276,106,16,296,19,315
5277,54,17,300,15,315
5278,109,26,256,59,315
5279,139,49,78,237,315
5280,139,52,78,237,315
5281,57,11,309,6,315
5282,58,6,311,4,315
5283,58,7,311,4,315
5284,157,59,39,276,315
5285,159,59,39,276,315
5286,103,9,303,12,315
5287,105,12,310,5,315
5288,152,107,33,282,315
5289,139,112,78,237,315
5290,129,123,142,173,315
5291,169,55,17,298,315
5292,170,106,19,296,315
5293,172,54,15,300,315
5294,173,103,12,303,315
5295,174,103,12,303,315
5296,183,105,5,310,315
5297,188,57,6,309,315
5298,190,58,4,311,315
5299,195,58,4,311,315
5300,199,58,4,311,315
5301,103,14,303,11,314
5302,108,25,262,52,314
5303,48,31,227,87,314
5304,122,40,179,135,314
5305,141,49,77,237,314
5306,141,52,77,237,314
5307,58,2,311,3,314
5308,105,6,310,4,314
5309,105,7,310,4,314
5310,141,112,77,237,314
5311,134,115,106,208,314
5312,132,118,115,199,314
5313,180,103,11,303,314
5314,190,105,4,310,314
5315,191,58,3,311,314
5316,192,58,3,311,314
5317,195,105,4,310,314
5318,198,58,3,311,314
5319,199,105,4,310,314
5320,211,58,3,311,314
5321,55,13,298,15,313
5322,55,15,298,15,313
5323,55,17,298,15,313
5324,102,19,290,23,313
5325,110,19,290,23,313
5326,48,30,227,86,313
5327,122,38,179,134,313
5328,120,40,178,135,313
5329,124,41,154,159,313
5330,154,51,50,263,313
5331,57,6,309,4,313
5332,57,7,309,4,313
5333,58,3,311,2,313
5334,103,8,303,10,313
5335,103,10,303,10,313
5336,105,2,310,3,313
5337,151,111,64,249,313
5338,128,122,134,179,313
5339,166,107,31,282,313
5340,168,55,15,298,313
5341,172,55,15,298,313
5342,177,103,10,303,313
5343,186,58,2,311,313
5344,190,57,4,309,313
5345,191,105,3,310,313
5346,192,105,3,310,313
5347,193,58,2,311,313
5348,194,58,2,311,313
5349,195,57,4,309,313
5350,196,58,2,311,313
5351,198,105,3,310,313
5352,199,57,4,309,313
5353,200,58,2,311,313
5354,201,58,2,311,313
5355,204,58,2,311,313
5356,210,58,2,311,313
5357,211,105,3,310,313
5358,222,58,2,311,313
5359,107,18,282,30,312
5360,50,27,249,63,312
5361,116,34,212,100,312
5362,131,45,110,202,312
5363,149,50,63,249,312
5364,153,51,49,263,312
5365,54,9,300,12,312
5366,57,2,309,3,312
5367,58,1,311,1,312
5368,58,5,311,1,312
5369,162,102,22,290,312
5370,105,3,310,2,312
5371,162,110,22,290,312
5372,149,111,63,249,312
5373,130,115,104,208,312
5374,173,54,12,300,312
5375,175,55,14,298,312
5376,179,103,9,303,312
5377,184,103,9,303,312
5378,186,105,2,310,312
5379,191,57,3,309,312
5380,192,57,3,309,312
5381,193,105,2,310,312
5382,194,105,2,310,312
5383,196,105,2,310,312
5384,197,105,2,310,312
5385,198,57,3,309,312
5386,200,105,2,310,312
5387,201,105,2,310,312
5388,204,105,2,310,312
5389,205,58,1,311,312
5390,206,58,1,311,312
5391,207,58,1,311,312
5392,208,58,1,311,312
5393,209,58,1,311,312
5394,210,105,2,310,312
5395,211,57,3,309,312
5396,213,58,1,311,312
5397,216,58,1,311,312
5398,219,58,1,311,312
5399,220,58,1,311,312
5400,222,105,2,310,312
5401,225,58,1,311,312
5402,228,58,1,311,312
5403,229,58,1,311,312
5404,231,58,1,311,312
5405,233,58,1,311,312
5406,236,58,1,311,312
5407,238,58,1,311,312
5408,239,58,1,311,312
5409,106,13,296,15,311
5410,54,14,300,11,311
5411,106,15,296,15,311
5412,106,17,296,15,311
5413,107,21,282,29,311
5414,112,29,237,74,311
5415,119,34,211,100,311
5416,116,35,212,99,311
5417,123,39,173,138,311
5418,125,39,173,138,311
5419,126,41,152,159,311
5420,127,41,152,159,311
5421,156,51,48,263,311
5422,57,3,309,2,311
5423,58,58,311,311,311
5424,160,59,35,276,311
5425,164,102,21,290,311
5426,105,1,310,1,311
5427,105,5,310,1,311
5428,161,107,29,282,311
5429,153,108,49,262,311
5430,130,117,104,207,311
5431,167,102,21,290,311
5432,167,110,21,290,311
5433,168,106,15,296,311
5434,171,102,21,290,311
5435,171,110,21,290,311
5436,172,106,15,296,311
5437,180,54,11,300,311
5438,181,103,8,303,311
5439,182,103,8,303,311
5440,185,103,8,303,311
5441,186,57,2,309,311
5442,193,57,2,309,311
5443,194,57,2,309,311
5444,196,57,2,309,311
5445,197,57,2,309,311
5446,200,57,2,309,311
5447,201,57,2,309,311
5448,204,57,2,309,311
5449,205,105,1,310,311
5450,206,105,1,310,311
5451,207,105,1,310,311
5452,208,105,1,310,311
5453,209,105,1,310,311
5454,210,57,2,309,311
5455,213,105,1,310,311
5456,216,105,1,310,311
5457,219,105,1,310,311
5458,220,105,1,310,311
5459,222,57,2,309,311
5460,225,105,1,310,311
5461,228,105,1,310,311
5462,231,105,1,310,311
5463,233,105,1,310,311
5464,236,105,1,310,311
5465,238,105,1,310,311
5466,239,105,1,310,311
5467,107,20,282,28,310
5468,53,25,258,52,310
5469,119,35,211,99,310
5470,142,50,61,249,310
5471,54,8,300,10,310
5472,54,10,300,10,310
5473,55,9,298,12,310
5474,57,1,309,1,310
5475,57,5,309,1,310
5476,163,59,34,276,310
5477,155,108,48,262,310
5478,156,108,48,262,310
5479,165,107,28,282,310
5480,174,55,12,298,310
5481,175,106,14,296,310
5482,176,103,7,303,310
5483,177,54,10,300,310
5484,178,103,7,303,310
5485,187,103,7,303,310
5486,189,103,7,303,310
5487,205,57,1,309,310
5488,206,57,1,309,310
5489,207,57,1,309,310
5490,208,57,1,309,310
5491,209,57,1,309,310
5492,213,57,1,309,310
5493,216,57,1,309,310
5494,220,57,1,309,310
5495,225,57,1,309,310
5496,228,57,1,309,310
5497,229,57,1,309,310
5498,231,57,1,309,310
5499,233,57,1,309,310
5500,236,57,1,309,310
5501,238,57,1,309,310
5502,239,57,1,309,310
5503,55,14,298,11,309
5504,102,16,290,19,309
5505,110,16,290,19,309
5506,108,23,262,47,309
5507,109,24,256,53,309
5508,112,32,237,72,309
5509,43,39,171,138,309
5510,147,53,51,258,309
5511,103,11,303,6,309
5512,131,118,110,199,309
5513,170,110,19,290,309
5514,179,54,9,300,309
5515,180,55,11,298,309
5516,184,54,9,300,309
5517,188,103,6,303,309
5518,109,25,256,52,308
5519,111,26,249,59,308
5520,113,29,234,74,308
5521,116,33,212,96,308
5522,125,40,173,135,308
5523,132,44,115,193,308
5524,143,49,71,237,308
5525,146,50,59,249,308
5526,55,8,298,10,308
5527,55,10,298,10,308
5528,103,12,303,5,308
5529,106,9,296,12,308
5530,158,107,26,282,308
5531,135,116,96,212,308
5532,137,116,96,212,308
5533,174,106,12,296,308
5534,181,54,8,300,308
5535,182,54,8,300,308
5536,183,103,5,303,308
5537,185,54,8,300,308
5538,106,14,296,11,307
5539,119,33,211,96,307
5540,115,35,208,99,307
5541,123,38,173,134,307
5542,134,46,106,201,307
5543,138,52,70,237,307
5544,153,53,49,258,307
5545,103,6,303,4,307
5546,103,7,303,4,307
5547,148,108,45,262,307
5548,138,112,70,237,307
5549,137,119,96,211,307
5550,166,59,31,276,307
5551,169,102,17,290,307
5552,169,110,17,290,307
5553,176,54,7,300,307
5554,178,54,7,300,307
5555,179,55,9,298,307
5556,180,106,11,296,307
5557,184,55,9,298,307
5558,187,54,7,300,307
5559,189,54,7,300,307
5560,195,103,4,303,307
5561,59,18,276,30,306
5562,113,32,234,72,306
5563,117,35,207,99,306
5564,124,42,154,152,306
5565,130,45,104,202,306
5566,156,53,48,258,306
5567,54,11,300,6,306
5568,103,2,303,3,306
5569,106,8,296,10,306
5570,106,10,296,10,306
5571,154,109,50,256,306
5572,126,124,152,154,306
5573,127,124,152,154,306
5574,181,55,8,298,306
5575,182,55,8,298,306
5576,185,55,8,298,306
5577,188,54,6,300,306
5578,192,103,3,303,306
5579,198,103,3,303,306
5580,211,103,3,303,306
5581,102,13,290,15,305
5582,110,13,290,15,305
5583,102,15,290,15,305
5584,110,15,290,15,305
5585,102,17,290,15,305
5586,107,19,282,23,305
5587,112,28,237,68,305
5588,122,37,179,126,305
5589,128,43,134,171,305
5590,139,48,78,227,305
5591,145,52,68,237,305
5592,54,12,300,5,305
5593,161,59,29,276,305
5594,103,3,303,2,305
5595,153,109,49,256,305
5596,145,112,68,237,305
5597,143,113,71,234,305
5598,134,118,106,199,305
5599,133,122,126,179,305
5600,168,102,15,290,305
5601,168,110,15,290,305
5602,172,102,15,290,305
5603,176,55,7,298,305
5604,178,55,7,298,305
5605,179,106,9,296,305
5606,184,106,9,296,305
5607,186,103,2,303,305
5608,187,55,7,298,305
5609,189,55,7,298,305
5610,193,103,2,303,305
5611,194,103,2,303,305
5612,196,103,2,303,305
5613,197,103,2,303,305
5614,200,103,2,303,305
5615,201,103,2,303,305
5616,204,103,2,303,305
5617,210,103,2,303,305
5618,222,103,2,303,305
5619,59,20,276,28,304
5620,115,33,208,96,304
5621,120,37,178,126,304
5622,126,42,152,152,304
5623,144,52,67,237,304
5624,54,6,300,4,304
5625,54,7,300,4,304
5626,55,11,298,6,304
5627,103,1,303,1,304
5628,103,5,303,1,304
5629,162,107,22,282,304
5630,155,109,48,256,304
5631,156,109,48,256,304
5632,144,112,67,237,304
5633,138,113,70,234,304
5634,135,115,96,208,304
5635,133,120,126,178,304
5636,165,59,28,276,304
5637,175,102,14,290,304
5638,175,110,14,290,304
5639,181,106,8,296,304
5640,182,106,8,296,304
5641,185,106,8,296,304
5642,188,55,6,298,304
5643,190,54,4,300,304
5644,195,54,4,300,304
5645,199,54,4,300,304
5646,205,103,1,303,304
5647,206,103,1,303,304
5648,207,103,1,303,304
5649,208,103,1,303,304
5650,209,103,1,303,304
5651,213,103,1,303,304
5652,216,103,1,303,304
5653,219,103,1,303,304
5654,220,103,1,303,304
5655,225,103,1,303,304
5656,228,103,1,303,304
5657,229,103,1,303,304
5658,231,103,1,303,304
5659,233,103,1,303,304
5660,236,103,1,303,304
5661,238,103,1,303,304
5662,239,103,1,303,304
5663,109,23,256,47,303
5664,117,33,207,96,303
5665,148,53,45,258,303
5666,54,2,300,3,303
5667,55,12,298,5,303
5668,137,117,96,207,303
5669,167,107,21,282,303
5670,171,107,21,282,303
5671,176,106,7,296,303
5672,178,106,7,296,303
5673,183,55,5,298,303
5674,187,106,7,296,303
5675,189,106,7,296,303
5676,191,54,3,300,303
5677,192,54,3,300,303
5678,198,54,3,300,303
5679,211,54,3,300,303
5680,108,22,262,40,302
5681,111,24,249,53,302
5682,113,28,234,68,302
5683,122,36,179,123,302
5684,157,51,39,263,302
5685,159,51,39,263,302
5686,150,53,44,258,302
5687,54,3,300,2,302
5688,55,6,298,4,302
5689,55,7,298,4,302
5690,158,59,26,276,302
5691,102,9,290,12,302
5692,106,11,296,6,302
5693,110,9,290,12,302
5694,145,113,68,234,302
5695,173,102,12,290,302
5696,173,110,12,290,302
5697,174,102,12,290,302
5698,174,110,12,290,302
5699,186,54,2,300,302
5700,188,106,6,296,302
5701,190,55,4,298,302
5702,193,54,2,300,302
5703,195,55,4,298,302
5704,196,54,2,300,302
5705,197,54,2,300,302
5706,199,55,4,298,302
5707,200,54,2,300,302
5708,201,54,2,300,302
5709,204,54,2,300,302
5710,210,54,2,300,302
5711,222,54,2,300,302
5712,102,14,290,11,301
5713,110,14,290,11,301
5714,107,16,282,19,301
5715,50,25,249,52,301
5716,111,25,249,52,301
