"","id","first_name","surname","handballs","deb","games"
"3854",11915,"Brandon","Matera",2,2011-04-09,16
"3855",11940,"Steven","May",4,2012-03-31,16
"3856",11942,"Paul","Puopolo",4,2012-05-11,16
"3857",11947,"Sam","Day",2,2011-06-18,16
"3858",11947,"Sam","Day",3,2011-07-02,16
"3859",11948,"Tom","Lynch",3,2011-06-04,16
"3860",11994,"Scott","Lycett",5,2014-04-26,16
"3861",12014,"Aaron","Black",4,2011-09-04,16
"3862",12015,"Harry","Cunningham",4,2013-08-30,16
"3863",12017,"Jeremy","Cameron",4,2012-04-08,16
"3864",12027,"Adam","Tomlinson",3,2012-08-11,16
"3865",12065,"Josh","Bruce",2,2013-05-18,16
"3866",12068,"Aaron","Young",4,2012-07-01,16
"3867",12084,"Marley","Williams",4,2013-05-31,16
"3868",12096,"Jonathon","Patton",2,2012-06-16,16
"3869",12099,"Jordan","Murdoch",4,2013-09-20,16
"3870",12104,"Cameron","Sutcliffe",5,2013-04-20,16
"3871",12106,"Luke","Brown",5,2013-05-12,16
"3872",12109,"Josh","Walker",4,2012-07-14,16
"3873",12140,"Dane","Rampe",4,2013-05-18,16
"3874",12153,"Mark","Blicavs",5,2013-07-13,16
"3875",12177,"Jarrod","Witts",4,2014-05-24,16
"3876",12273,"Jeremy","McGovern",4,2015-06-13,16
"3877",12291,"Daniel","McStay",4,2014-08-03,16
"3878",12300,"Tim","Membrey",5,2015-04-17,16
"3879",12321,"Jesse","Hogan",3,2015-05-30,16
"3880",12340,"Harris","Andrews",3,2015-04-26,16
"3881",12340,"Harris","Andrews",4,2015-05-02,16
"3882",12431,"Jason","Castagna",5,2016-04-30,16
"3883",12458,"Jack","Silvagni",3,2016-07-17,16
"3884",4,"Mark","Ricciuto",4,1994-03-27,15
"3885",19,"Matthew","Connell",4,1995-05-05,15
"3886",23,"Matthew","Robran",3,1995-04-30,15
"3887",34,"Tyson","Edwards",2,1995-07-30,15
"3888",38,"Peter","Caven",5,1992-04-20,15
"3889",39,"Kym","Koster",3,1994-05-28,15
"3890",47,"Barry","Standfield",4,1990-04-08,15
"3891",51,"Simon","Goodwin",3,1997-07-12,15
"3892",64,"Ian","Perrie",5,2002-05-11,15
"3893",75,"Tyson","Stenglein",3,1999-07-25,15
"3894",95,"Richard","Champion",1,1991-04-06,15
"3895",97,"Chris","Scott",2,1995-07-01,15
"3896",99,"Michael","McLean",4,1984-04-07,15
"3897",100,"Nigel","Lappin",3,1994-04-22,15
"3898",102,"Michael","Voss",4,1993-04-11,15
"3899",103,"Ross","Lyon",2,1985-08-17,15
"3900",108,"Scott","McIvor",3,1985-05-18,15
"3901",108,"Scott","McIvor",4,1985-07-06,15
"3902",109,"Damian","Bourke",4,1987-03-28,15
"3903",112,"Shane","Hamilton",4,1988-07-23,15
"3904",115,"Dion","Scott",1,1990-05-27,15
"3905",117,"Matthew","Kennedy",0,1991-08-10,15
"3906",124,"Martin","Leslie",4,1989-04-21,15
"3907",156,"James","Cook",3,1994-04-10,15
"3908",170,"Craig","Devonport",2,1990-05-19,15
"3909",174,"Mick","McGuane",2,1987-08-01,15
"3910",174,"Mick","McGuane",3,1987-08-09,15
"3911",181,"Anthony","Franchina",5,1998-05-09,15
"3912",199,"Stephen","OReilly",0,1993-05-01,15
"3913",207,"Ian","Prendergast",2,2001-08-25,15
"3914",221,"Mark","Richardson",2,1991-04-25,15
"3915",222,"Brad","Rowe",3,1990-03-31,15
"3916",229,"Michael","Christian",4,1987-04-11,15
"3917",229,"Michael","Christian",5,1987-05-23,15
"3918",230,"Shane","Kerrison",3,1986-05-03,15
"3919",231,"Alan","Richardson",5,1990-07-14,15
"3920",249,"Simon","Prestigiacomo",0,1996-08-31,15
"3921",251,"Anthony","Rocca",0,1996-04-27,15
"3922",256,"Josh","Mahoney",2,1997-06-28,15
"3923",273,"Glenn","Freeborn",4,1995-08-11,15
"3924",294,"Ryan","Lonie",4,2001-04-14,15
"3925",301,"Alan","Didak",0,2001-05-19,15
"3926",303,"Gavin","Wanganeen",1,1992-05-09,15
"3927",305,"David","Grenvold",5,1989-04-25,15
"3928",313,"Michael","Long",4,1989-06-24,15
"3929",315,"Scott","Cummings",3,1995-07-29,15
"3930",316,"Joe","Misiti",5,1993-07-09,15
"3931",325,"Mark","Fraser",4,1992-05-17,15
"3932",326,"Mark","Thompson",3,1984-06-23,15
"3933",329,"David","Calthorpe",5,1994-04-02,15
"3934",333,"Dean","Wallis",0,1988-08-06,15
"3935",337,"Michael","Prior",2,1995-09-09,15
"3936",346,"Jason","Johnson",4,1997-08-01,15
"3937",347,"Chris","Heffernan",2,1997-08-16,15
"3938",352,"Dean","Solomon",2,1998-04-25,15
"3939",360,"John","Barnes",2,1987-05-02,15
"3940",365,"David","Hille",1,2001-06-02,15
"3941",370,"Simon","Hawking",1,1993-07-03,15
"3942",420,"Nigel","Kellett",2,1992-07-04,15
"3943",427,"Luke","Beveridge",1,1989-05-28,15
"3944",430,"Daniel","Hargraves",0,1995-04-15,15
"3945",441,"Simon","Cox",3,1997-04-05,15
"3946",449,"Allen","Jakovich",0,1991-05-24,15
"3947",451,"Paul","Hudson",0,1990-09-01,15
"3948",459,"Simon","Garlick",2,1994-08-14,15
"3949",460,"Mark","Alvey",2,1998-07-04,15
"3950",467,"Mitch","Hahn",2,2000-05-14,15
"3951",485,"Winston","Abraham",2,1995-07-23,15
"3952",492,"Gary","Dhurrkay",1,1995-04-01,15
"3953",513,"Gavin","Mitchell",5,1996-04-14,15
"3954",531,"James","Walker",3,1998-08-14,15
"3955",532,"Ashley","Prescott",4,1993-08-22,15
"3956",543,"Troy","Longmuir",2,1998-06-21,15
"3957",543,"Troy","Longmuir",3,1999-05-01,15
"3958",548,"Matthew","Carr",2,2000-04-22,15
"3959",550,"Daniel","Metropolis",4,1995-04-29,15
"3960",555,"Brad","Sholl",2,1994-05-29,15
"3961",559,"Ken","Hinkley",4,1987-05-23,15
"3962",563,"Sean","Simpson",5,1990-06-02,15
"3963",565,"Paul","Couch",4,1985-05-18,15
"3964",588,"Glenn","Kilpatrick",5,1992-06-06,15
"3965",599,"James","Rahilly",3,1998-05-23,15
"3966",599,"James","Rahilly",4,1998-05-16,15
"3967",608,"Tom","Harley",1,1999-08-21,15
"3968",616,"Joel","Corey",5,2000-07-30,15
"3969",620,"Mitchell","White",1,1991-05-19,15
"3970",622,"Peter","Street",2,2002-06-01,15
"3971",624,"Josh","Hunt",1,2001-05-20,15
"3972",624,"Josh","Hunt",3,2001-07-22,15
"3973",626,"Scott","Maginness",5,1989-05-13,15
"3974",630,"Darrin","Pritchard",2,1988-04-02,15
"3975",633,"Shane","Crawford",4,1993-04-04,15
"3976",634,"Stephen","Lawrence",1,1988-05-07,15
"3977",644,"Tony","Woods",3,1993-08-07,15
"3978",648,"Daniel","Harford",4,1995-07-29,15
"3979",648,"Daniel","Harford",5,1995-08-18,15
"3980",652,"Leon","Higgins",5,1988-04-16,15
"3981",654,"Jade","Rawlings",4,1999-08-08,15
"3982",657,"Brad","Scott",4,1997-07-06,15
"3983",658,"Ben","Dixon",0,1998-07-05,15
"3984",662,"Nathan","Thompson",0,1998-04-04,15
"3985",674,"Anthony","Rock",2,1988-07-10,15
"3986",675,"Chance","Bateman",2,2001-06-09,15
"3987",685,"Andrew","Lamprill",0,1992-04-04,15
"3988",693,"Stephen","Tingay",2,1989-04-08,15
"3989",698,"Marcus","Seecamp",2,1994-07-09,15
"3990",702,"Jim","Stynes",2,1987-08-21,15
"3991",710,"Peter","Rohde",1,1986-08-10,15
"3992",720,"Alastair","Clarkson",2,1987-08-15,15
"3993",727,"Anthony","McDonald",5,1997-04-26,15
"3994",747,"Cameron","Bruce",5,2000-03-08,15
"3995",765,"Trent","Nichols",4,1988-05-28,15
"3996",771,"Alex","Ishchenko",5,1987-04-18,15
"3997",774,"Matthew","Capuano",2,1995-04-15,15
"3998",774,"Matthew","Capuano",3,1994-08-19,15
"3999",775,"Corey","McKernan",0,1997-03-27,15
"4000",781,"Darren","Crocker",5,1985-09-07,15
"4001",794,"Shannon","Grant",2,1995-07-29,15
"4002",799,"Brady","Rawlings",3,1999-04-24,15
"4003",810,"Digby","Morrell",1,2001-05-04,15
"4004",810,"Digby","Morrell",2,2002-05-11,15
"4005",829,"Adam","Heuskes",3,1994-06-26,15
"4006",829,"Adam","Heuskes",5,1994-07-31,15
"4007",846,"Jarrad","Schofield",2,1996-08-18,15
"4008",847,"Chad","Cornes",2,2000-04-09,15
"4009",857,"Kane","Cornes",5,2001-06-30,15
"4010",861,"Duncan","Kellaway",3,1994-04-09,15
"4011",869,"Wayne","Campbell",4,1991-06-29,15
"4012",876,"David","Bourke",1,1995-04-09,15
"4013",891,"Mark","Chaffey",2,1997-06-28,15
"4014",928,"Craig","OBrien",4,1991-04-19,15
"4015",937,"Tim","Pekin",3,1984-05-12,15
"4016",971,"Troy","Schwarze",1,2000-06-24,15
"4017",986,"Dean","McRae",4,1988-06-10,15
"4018",989,"Derek","Kickett",3,1989-05-12,15
"4019",997,"Dale","Lewis",1,1991-04-25,15
"4020",997,"Dale","Lewis",2,1991-05-05,15
"4021",1018,"Nic","Fosdike",1,1999-06-20,15
"4022",1020,"Jason","Ball",1,1995-04-09,15
"4023",1024,"Ryan","OKeefe",1,2000-05-21,15
"4024",1027,"Brett","Heady",2,1990-07-13,15
"4025",1030,"Peter","Sumich",3,1989-07-30,15
"4026",1042,"Chris","Waterman",1,1988-06-19,15
"4027",1047,"Karl","Langdon",3,1988-08-07,15
"4028",1052,"Phillip","Matera",0,1997-06-27,15
"4029",1060,"Phillip","Read",2,1998-05-10,15
"4030",1060,"Phillip","Read",4,1998-04-24,15
"4031",1072,"Adam","Hunter",3,2002-05-26,15
"4032",1072,"Adam","Hunter",5,2001-05-19,15
"4033",1079,"Dean","Cox",2,2001-06-22,15
"4034",1102,"Michael","Stevens",2,2002-04-07,15
"4035",1105,"Gary","Ablett",4,2002-03-30,15
"4036",1112,"Scott","Stevens",1,2002-03-31,15
"4037",1122,"Chris","Judd",3,2002-05-11,15
"4038",1124,"Max","Rooke",3,2002-04-28,15
"4039",1127,"Xavier","Clarke",4,2002-04-21,15
"4040",1169,"Darren","Wheildon",2,1989-06-03,15
"4041",1180,"John","Gastev",5,1987-07-10,15
"4042",1193,"Domenic","Cassisi",2,2002-07-14,15
"4043",1197,"Brian","Leys",5,1988-08-26,15
"4044",1199,"Rod","Grinter",0,1985-08-25,15
"4045",1199,"Rod","Grinter",1,1987-05-16,15
"4046",1200,"Steve","Hocking",4,1985-08-10,15
"4047",1254,"Shane","Morwood",3,1982-06-13,15
"4048",1259,"Michael","Pickering",5,1986-03-29,15
"4049",1261,"Paul","Spargo",5,1986-04-19,15
"4050",1265,"Jon","Dorotich",1,1986-07-12,15
"4051",1292,"Darren","Millane",4,1984-08-25,15
"4052",1300,"Brad","Hardie",1,1985-04-08,15
"4053",1306,"James","Morrissey",5,1988-07-02,15
"4054",1308,"Mark","Mickan",3,1987-04-04,15
"4055",1324,"Mark","Athorn",2,1987-05-16,15
"4056",1340,"Mark","Eustice",1,1981-08-15,15
"4057",1340,"Mark","Eustice",4,1981-05-09,15
"4058",1360,"Peter","Schwab",5,1982-04-03,15
"4059",1362,"Brian","Wilson",3,1979-08-04,15
"4060",1363,"Mark","Lee",3,1979-04-16,15
"4061",1375,"Merv","Neagle",3,1977-07-09,15
"4062",1378,"Peter","Curran",3,1984-06-30,15
"4063",1387,"Gary","Buckenara",2,1982-03-27,15
"4064",1396,"Geoff","Miles",4,1982-04-24,15
"4065",1398,"Rod","Lester-Smith",4,1984-07-14,15
"4066",1433,"Brad","Fisher",4,2003-04-26,15
"4067",1433,"Brad","Fisher",5,2003-08-16,15
"4068",1434,"Trent","Hentschel",4,2004-04-03,15
"4069",1451,"Jay","Schulz",0,2003-05-10,15
"4070",1480,"Ron","Alexander",2,1976-04-03,15
"4071",1488,"Graeme","Anderson",1,1975-06-07,15
"4072",1497,"Geoffrey","Austen",2,1973-05-26,15
"4073",1497,"Geoffrey","Austen",3,1973-05-12,15
"4074",1501,"Garry","Baker",2,1972-04-03,15
"4075",1515,"Adrian","Battiston",5,1983-05-07,15
"4076",1533,"Rod","Blake",5,1974-06-01,15
"4077",1534,"Malcolm","Blight",0,1974-08-17,15
"4078",1568,"John","Burns",2,1973-07-14,15
"4079",1573,"John","Byrne",5,1975-06-07,15
"4080",1575,"Michael","Byrne",1,1978-04-01,15
"4081",1584,"Phil","Carman",2,1975-04-05,15
"4082",1586,"Stephen","Carey",5,1981-03-28,15
"4083",1591,"John","Cassin",1,1971-06-19,15
"4084",1592,"Vin","Catoggio",3,1975-05-03,15
"4085",1604,"Neil","Clarke",3,1977-06-25,15
"4086",1616,"Henry","Coles",0,1971-04-03,15
"4087",1616,"Henry","Coles",1,1971-07-03,15
"4088",1622,"Chris","Connolly",4,1983-04-16,15
"4089",1640,"Phil","Cronan",5,1984-03-31,15
"4090",1687,"Ian","Dunstan",2,1973-05-26,15
"4091",1691,"Bruce","Duperouzel",2,1974-04-20,15
"4092",1714,"Peter","Featherby",5,1975-08-16,15
"4093",1715,"Wes","Fellowes",5,1982-06-19,15
"4094",1735,"Silvio","Foschini",3,1981-07-11,15
"4095",1737,"Laurie","Fowler",4,1974-04-27,15
"4096",1739,"Peter","Francis",2,1979-06-23,15
"4097",1746,"Rod","Galt",0,1971-04-17,15
"4098",1756,"Peter","Giles",4,1979-09-01,15
"4099",1758,"Alan","Goad",5,1972-08-05,15
"4100",1765,"Keith","Greig",1,1971-04-17,15
"4101",1767,"Russell","Greene",1,1974-05-04,15
"4102",1769,"Robert","Groenewegen",3,1978-04-22,15
"4103",1770,"Charlie","Grummisch",2,1970-08-15,15
"4104",1796,"Jack","Hawkins",4,1973-07-28,15
"4105",1802,"Shane","Heard",3,1977-05-21,15
"4106",1802,"Shane","Heard",5,1977-08-06,15
"4107",1814,"Craig","Holden",3,1982-05-01,15
"4108",1814,"Craig","Holden",4,1982-06-05,15
"4109",1814,"Craig","Holden",5,1982-03-27,15
"4110",1815,"John","Holt",2,1981-07-25,15
"4111",1818,"Colin","Hounsell",3,1976-07-24,15
"4112",1837,"Stephen","James",1,1985-04-13,15
"4113",1840,"Bohdan","Jaworskyj",3,1973-05-05,15
"4114",1840,"Bohdan","Jaworskyj",4,1973-06-16,15
"4115",1851,"Peter","Johnston",4,1977-08-06,15
"4116",1855,"Warren","Jones",1,1978-04-08,15
"4117",1860,"Ken","Judge",2,1983-05-07,15
"4118",1871,"Rick","Kennedy",1,1982-05-22,15
"4119",1906,"Phil","Krakouer",5,1982-04-10,15
"4120",1931,"Mark","MacLure",0,1974-07-06,15
"4121",1932,"Robert","Mace",2,1982-07-03,15
"4122",1934,"Stan","Magro",2,1977-06-18,15
"4123",1939,"Alan","Mangels",3,1975-07-12,15
"4124",1958,"Gerald","McCarthy",5,1972-08-19,15
"4125",1964,"Craig","McGrath",5,1986-06-01,15
"4126",1997,"Bruce","Monteath",2,1975-07-12,15
"4127",2019,"Richard","Murrie",0,1975-05-31,15
"4128",2021,"Fraser","Murphy",5,1984-06-03,15
"4129",2039,"Terry","ONeill",4,1976-04-10,15
"4130",2049,"Russell","Ohlsen",1,1975-07-26,15
"4131",2061,"Ian","Paton",4,1977-07-09,15
"4132",2066,"Val","Perovic",4,1977-05-14,15
"4133",2078,"David","Polkinghorne",1,1975-07-26,15
"4134",2084,"Andy","Preston",3,1977-07-16,15
"4135",2086,"Wayne","Primmer",3,1977-06-04,15
"4136",2094,"Roy","Ramsay",5,1977-05-07,15
"4137",2096,"Murray","Rance",4,1986-04-26,15
"4138",2106,"Russell","Reynolds",4,1973-05-05,15
"4139",2113,"Maurice","Rioli",5,1982-06-05,15
"4140",2120,"Stephen","Robins",0,1974-08-17,15
"4141",2181,"Doug","Smith",1,1979-04-14,15
"4142",2218,"Grant","Thomas",4,1979-04-16,15
"4143",2225,"Greg","Towns",2,1974-05-18,15
"4144",2232,"Dean","Turner",2,1984-03-31,15
"4145",2232,"Dean","Turner",5,1985-05-25,15
"4146",2251,"Phil","Walsh",5,1983-04-09,15
"4147",2305,"Ben","Rutten",3,2003-07-27,15
"4148",2309,"Jared","Rivers",3,2004-04-24,15
"4149",2310,"Adam","Selwood",4,2005-04-02,15
"4150",2310,"Adam","Selwood",5,2003-09-06,15
"4151",2312,"Robert","Amos",0,1973-06-04,15
"4152",2312,"Robert","Amos",2,1973-08-04,15
"4153",2326,"Mark","Browne",5,1975-04-05,15
"4154",2332,"Will","Minson",2,2004-05-23,15
"4155",2340,"Daryl","Cumming",0,1971-05-29,15
"4156",2344,"Graham","Dempster",2,1973-08-04,15
"4157",2348,"John","Duckworth",0,1970-05-02,15
"4158",2352,"Grant","Fowler",3,1976-07-24,15
"4159",2372,"Noel","Jenkinson",1,1976-05-22,15
"4160",2372,"Noel","Jenkinson",2,1975-08-02,15
"4161",2374,"Robert","Lamb",1,1973-06-30,15
"4162",2388,"Graham","Molloy",2,1970-08-08,15
"4163",2399,"Mick","Nolan",4,1974-07-27,15
"4164",2405,"Greg","Perry",2,1970-05-09,15
"4165",2408,"Tony","Pickett",2,1976-05-01,15
"4166",2413,"Laurie","Richards",2,1971-04-24,15
"4167",2430,"Rob","Smith",1,1971-05-08,15
"4168",2435,"Alan","Thompson",5,1970-04-25,15
"4169",2439,"Brian","Walsh",0,1971-05-01,15
"4170",2443,"Ted","Whitten",2,1974-06-17,15
"4171",3005,"John","Clennett",1,1972-04-22,15
"4172",3007,"Glenn","Gingell",0,1973-04-28,15
"4173",3020,"Les","Hawken",1,1970-06-20,15
"4174",3937,"Kepler","Bradley",3,2005-05-29,15
"4175",3946,"Jacob","Surjan",5,2006-05-21,15
"4176",3960,"Beau","Waters",4,2004-04-10,15
"4177",3982,"Daniel","Pratt",3,2005-07-02,15
"4178",3982,"Daniel","Pratt",4,2004-05-22,15
"4179",4019,"Brendan","Bower",4,1986-07-04,15
"4180",4072,"Daniel","Merrett",1,2005-07-02,15
"4181",4075,"Nathan","van Berlo",5,2005-07-17,15
"4182",4086,"Travis","Cloke",5,2005-05-21,15
"4183",4088,"David","Mundy",5,2005-04-30,15
"4184",4115,"Ryan","Crowley",3,2005-08-19,15
"4185",4132,"Heath","Shaw",1,2005-07-31,15
"4186",4138,"Mitch","Morton",2,2005-08-20,15
"4187",4142,"Tom","Murphy",4,2008-03-29,15
"4188",4150,"Clint","Bartram",5,2006-05-19,15
"4189",4200,"Alipate","Carlile",2,2007-08-19,15
"4190",10559,"Phil","Ryan",0,1970-07-25,15
"4191",10614,"Ross","Henshaw",1,1971-06-19,15
"4192",10701,"Greg","Miller",2,1974-07-06,15
"4193",10774,"Peter","Keays",2,1974-06-29,15
"4194",10816,"Ian","Scrimshaw",1,1974-04-27,15
"4195",10881,"Alby","Smedts",4,1976-06-26,15
"4196",11036,"Simon","Meehan",3,1980-06-21,15
"4197",11121,"Dale","Dickson",4,1982-04-24,15
"4198",11342,"Andrew","Lockyer",4,1987-05-03,15
"4199",11534,"Jonathon","Griffin",2,2007-04-08,15
"4200",11537,"Alwyn","Davey",4,2008-03-30,15
"4201",11542,"Lachlan","Hansen",3,2007-09-15,15
"4202",11543,"Matt","Campbell",4,2007-04-15,15
"4203",11545,"Nathan","Krakouer",3,2007-03-31,15
"4204",11549,"Travis","Varcoe",3,2007-04-07,15
"4205",11556,"Tom","Williams",2,2007-06-16,15
"4206",11561,"Ricky","Petterd",5,2007-05-27,15
"4207",11570,"David","Armitage",5,2008-06-08,15
"4208",11578,"Robbie","Gray",4,2007-06-03,15
"4209",11591,"Andrejs","Everitt",2,2007-07-07,15
"4210",11593,"Matthew","Leuenberger",3,2007-07-28,15
"4211",11593,"Matthew","Leuenberger",5,2007-07-14,15
"4212",11605,"Will","Schofield",1,2007-07-27,15
"4213",11619,"Shaun","Hampson",5,2009-07-11,15
"4214",11626,"Paul","Stewart",4,2008-06-01,15
"4215",11642,"Chris","Mayne",4,2008-03-29,15
"4216",11645,"Matthew","Kreuzer",3,2008-06-28,15
"4217",11666,"Trent","Cotchin",5,2008-06-21,15
"4218",11705,"Sam","Reid",4,2011-05-29,15
"4219",11707,"Jack","Grimes",5,2008-08-31,15
"4220",11720,"Ryan","Schoenmakers",2,2009-06-07,15
"4221",11723,"Neville","Jetta",4,2009-07-12,15
"4222",11725,"Daniel","Rich",3,2009-04-17,15
"4223",11729,"David","Zaharakis",5,2009-04-11,15
"4224",11743,"Brent","Macaffer",5,2009-04-25,15
"4225",11767,"Ty","Vickery",2,2009-06-28,15
"4226",11778,"Jeremy","Laidler",5,2011-04-23,15
"4227",11788,"Easton","Wood",4,2011-05-29,15
"4228",11797,"Ben","Howlett",5,2011-03-27,15
"4229",11818,"Steven","Motlop",3,2012-05-18,15
"4230",11832,"Ricky","Henderson",5,2010-06-12,15
"4231",11862,"Jamie","Macmillan",3,2011-05-07,15
"4232",11865,"Tom","Lynch",4,2011-07-30,15
"4233",11895,"Rohan","Bewick",3,2011-03-26,15
"4234",11942,"Paul","Puopolo",3,2011-08-07,15
"4235",11955,"Nathan","Vardy",3,2011-06-04,15
"4236",11960,"Josh","Green",4,2011-06-04,15
"4237",11960,"Josh","Green",5,2011-05-29,15
"4238",11967,"Jeremy","Howe",3,2012-07-14,15
"4239",11977,"Alex","Fasolo",5,2012-05-18,15
"4240",12009,"Tom","McDonald",4,2012-05-05,15
"4241",12010,"Josh","Caddy",5,2012-04-08,15
"4242",12017,"Jeremy","Cameron",5,2013-05-12,15
"4243",12031,"Adam","Kennedy",5,2012-08-04,15
"4244",12060,"Bradley","Hill",4,2012-06-17,15
"4245",12099,"Jordan","Murdoch",5,2012-08-26,15
"4246",12107,"Mark","Baguley",4,2012-08-05,15
"4247",12107,"Mark","Baguley",5,2012-07-20,15
"4248",12119,"Sam","Frost",3,2014-03-29,15
"4249",12122,"Jason","Johannisen",4,2012-08-12,15
"4250",12157,"Sam","Rowe",4,2013-04-07,15
"4251",12163,"Taylor","Duryea",5,2013-04-14,15
"4252",12174,"Nick","Vlastuin",5,2013-09-08,15
"4253",12177,"Jarrod","Witts",3,2013-05-03,15
"4254",12181,"Aidan","Corr",4,2014-05-11,15
"4255",12236,"Jack","Martin",5,2014-07-26,15
"4256",12278,"Jed","Bews",4,2014-07-06,15
"4257",12278,"Jed","Bews",5,2014-05-17,15
"4258",12282,"Rory","Lobb",3,2014-07-13,15
"4259",12282,"Rory","Lobb",4,2014-06-07,15
"4260",12282,"Rory","Lobb",5,2015-06-20,15
"4261",12332,"James","Sicily",5,2016-04-22,15
"4262",12371,"Brayden","Maynard",4,2015-07-03,15
"4263",12383,"Tom","Barrass",3,2015-08-01,15
"4264",12392,"Zaine","Cordy",3,2016-08-12,15
"4265",12402,"Jacob","Weitering",5,2016-03-24,15
"4266",12407,"Anthony","McDonald-Tipungwuti",5,2016-07-24,15
"4267",12428,"Mason","Cox",4,2016-04-25,15
"4268",12454,"Eric","Hipwood",2,2016-07-09,15
"4269",15,"David","Brown",4,1991-06-09,14
"4270",15,"David","Brown",5,1991-07-28,14
"4271",16,"Shaun","Rehn",2,1991-07-21,14
"4272",20,"David","Pittman",1,1993-09-11,14
"4273",20,"David","Pittman",2,1993-08-07,14
"4274",23,"Matthew","Robran",2,1991-07-20,14
"4275",24,"Greg","Anderson",2,1988-05-21,14
"4276",34,"Tyson","Edwards",1,1996-04-06,14
"4277",35,"Shane","Ellen",1,1993-05-02,14
"4278",37,"Troy","Bond",1,1994-07-30,14
"4279",39,"Kym","Koster",4,1994-04-10,14
"4280",46,"Brett","James",4,1994-06-04,14
"4281",55,"Clay","Sampson",2,1995-07-09,14
"4282",57,"Trent","Ormond-Allen",0,1995-09-01,14
"4283",61,"Andrew","Eccles",2,1998-04-12,14
"4284",64,"Ian","Perrie",1,1998-06-20,14
"4285",86,"Evan","Hewitt",2,1998-03-27,14
"4286",90,"Matthew","Bode",3,1998-03-29,14
"4287",102,"Michael","Voss",3,1993-07-10,14
"4288",109,"Damian","Bourke",0,1983-07-16,14
"4289",115,"Dion","Scott",2,1990-04-22,14
"4290",117,"Matthew","Kennedy",5,1990-04-28,14
"4291",129,"Danny","Dickfos",4,1996-04-28,14
"4292",132,"Clark","Keating",0,1997-06-15,14
"4293",139,"Peter","Dean",1,1985-05-04,14
"4294",140,"Andrew","McKay",3,1993-05-15,14
"4295",147,"Fraser","Brown",4,1989-04-29,14
"4296",153,"Matthew","Allan",1,1994-07-02,14
"4297",164,"Brent","Heaver",5,1990-08-25,14
"4298",166,"Adrian","Hickmott",2,1992-08-29,14
"4299",174,"Mick","McGuane",5,1988-08-05,14
"4300",181,"Anthony","Franchina",4,1998-06-06,14
"4301",183,"Sean","Charles",3,1992-07-19,14
"4302",187,"Kris","Massie",2,1999-07-04,14
"4303",199,"Stephen","OReilly",5,1993-08-07,14
"4304",211,"Scott","Burns",4,1995-04-15,14
"4305",218,"Scott","Russell",3,1990-05-05,14
"4306",223,"Damian","Monkhorst",3,1989-09-09,14
"4307",231,"Alan","Richardson",3,1988-06-18,14
"4308",234,"Dermott","Brereton",0,1982-09-18,14
"4309",238,"Tony","Francis",2,1990-08-12,14
"4310",238,"Tony","Francis",3,1991-06-08,14
"4311",239,"Robert","AhMat",4,1995-07-16,14
"4312",243,"Alex","McDonald",5,1992-06-13,14
"4313",254,"Jason","Taylor",3,1992-03-21,14
"4314",256,"Josh","Mahoney",5,1997-07-05,14
"4315",263,"Jamie","Tape",3,1994-04-09,14
"4316",291,"Rhyce","Shaw",2,2001-03-31,14
"4317",296,"Carl","Steinfort",4,1997-04-12,14
"4318",298,"Brodie","Holland",4,1998-05-22,14
"4319",305,"David","Grenvold",3,1989-04-15,14
"4320",321,"Mark","Harvey",0,1984-04-21,14
"4321",323,"Peter","Cransberg",4,1990-05-12,14
"4322",326,"Mark","Thompson",4,1983-03-27,14
"4323",328,"Che","Cockatoo-Collins",1,1994-06-04,14
"4324",329,"David","Calthorpe",3,1993-09-04,14
"4325",333,"Dean","Wallis",1,1987-08-15,14
"4326",333,"Dean","Wallis",5,1987-08-01,14
"4327",337,"Michael","Prior",3,1994-09-03,14
"4328",337,"Michael","Prior",4,1995-08-19,14
"4329",350,"Mark","Bolton",1,2001-05-26,14
"4330",357,"Ilija","Grgic",1,1994-04-04,14
"4331",361,"Jonathon","Robran",3,1996-06-22,14
"4332",361,"Jonathon","Robran",4,1995-05-07,14
"4333",377,"Jason","Baldwin",4,1989-08-26,14
"4334",385,"Chris","Johnson",1,1994-06-04,14
"4335",387,"John","Barker",5,1994-04-09,14
"4336",389,"Matthew","Dent",2,1995-04-22,14
"4337",394,"Jeremy","Guard",5,1992-05-03,14
"4338",407,"Matthew","Primus",5,1997-06-07,14
"4339",420,"Nigel","Kellett",3,1990-08-18,14
"4340",423,"Jose","Romero",3,1992-04-10,14
"4341",428,"Steven","Kolyniuk",0,1992-05-03,14
"4342",435,"Stephen","MacPherson",2,1982-04-03,14
"4343",438,"Michael","Martin",4,1997-08-23,14
"4344",443,"Paul","Dimattina",3,1996-08-18,14
"4345",443,"Paul","Dimattina",4,1996-07-14,14
"4346",463,"Matthew","Robbins",5,1999-09-11,14
"4347",464,"Kingsley","Hunter",0,1995-08-12,14
"4348",464,"Kingsley","Hunter",2,1996-05-26,14
"4349",464,"Kingsley","Hunter",4,1996-08-16,14
"4350",469,"Luke","Penny",3,2000-07-15,14
"4351",473,"Daniel","Giansiracusa",2,2001-06-30,14
"4352",478,"Peter","Mann",3,1993-07-09,14
"4353",478,"Peter","Mann",4,1992-05-23,14
"4354",504,"Shaun","McManus",3,1995-04-29,14
"4355",508,"Craig","Callaghan",4,1995-08-12,14
"4356",510,"Daniel","Bandy",3,1995-08-20,14
